Sample_ID,Question,Answer,Label
52,Are the leaves drooping or wilted during the day?,0,0
52,Do you see any yellow rings or spots on the leaves?,0,0
52,Are the leaves thinner or smaller than normal?,1,0
52,Is there any rust-colored powder on the leaves?,0,0
52,Do you notice any leaf veins turning red or purple?,1,0
52,Are the leaves brittle and breaking easily?,1,0
52,Is the plant showing signs of nutrient deficiency?,1,0
52,Are there any whiteflies or aphids on the leaves?,1,0
52,Do the leaves have translucent patches?,1,0
52,Is there a sticky substance attracting ants?,0,0
52,Are the leaves clustered tightly together unusually?,1,0
52,Is the leaf surface rough or bumpy?,0,0
52,Are the plants less productive than usual?,1,0
52,Do you see any holes forming in the leaf blades?,1,0
52,Are the edges of the leaves curling upward?,1,0
52,Do you notice any faint yellow halos around spots?,0,0
52,Is there excessive moisture or dew on the leaves?,1,0
52,Are the leaves uneven in size and shape?,0,0
52,Do you see any leaves that look scorched or sunburned?,1,0
52,Are the leaves losing their natural shine?,0,0
52,Is there a sticky film on the leaf surface?,1,0
52,Do the affected leaves wilt faster during hot weather?,0,0
52,Are any parts of the leaf transparent or thin?,1,0
52,Do you notice any fungus-like growth near leaf stems?,0,0
52,Are the leaves changing color faster than normal?,0,0
52,Is the plant less vigorous than healthy plants?,1,0
52,Do you observe any yellowing around leaf margins?,0,0
52,Are the leaves curling unevenly or asymmetrically?,0,0
52,Do you see any spots that look oily or greasy?,1,0
53,Are the leaves turning yellow starting from the tips?,1,1
53,Do you notice any brown streaks on the leaf veins?,0,1
53,Is there a sticky residue on the leaf surface?,1,1
53,Are the leaves curling inward or downward?,0,1
53,Do you see any tiny white spots on the leaves?,1,1
53,Is there a foul or unusual smell from the leaves?,0,1
53,Are the leaf edges turning brown or dry?,1,1
53,Do the leaves have patches of light green or pale color?,0,1
53,Is the plant growth slower than usual?,1,1
53,Are the leaves falling off prematurely?,0,1
53,Do you see black fungal spots on the leaves?,1,1
53,Are ants or other insects frequently found on the leaves?,0,1
53,Is there any powdery white coating on the leaves?,1,1
53,Do you see small holes or eaten parts on the leaves?,0,1
53,Are the younger leaves affected more than older ones?,1,1
53,Is there any sticky honeydew on the underside of leaves?,0,1
53,Do the leaves feel brittle or dry to touch?,1,1
53,Are there any web-like structures on the leaves?,0,1
53,Is there any mold or mildew on the leaf surface?,1,1
53,Are the leaves drooping or wilted during the day?,1,1
53,Do you see any yellow rings or spots on the leaves?,1,1
53,Are the leaves thinner or smaller than normal?,0,1
53,Is there any rust-colored powder on the leaves?,1,1
53,Do you notice any leaf veins turning red or purple?,1,1
53,Are the leaves brittle and breaking easily?,1,1
53,Is the plant showing signs of nutrient deficiency?,0,1
53,Are there any whiteflies or aphids on the leaves?,1,1
53,Do the leaves have translucent patches?,0,1
53,Is there a sticky substance attracting ants?,0,1
53,Are the leaves clustered tightly together unusually?,0,1
53,Is the leaf surface rough or bumpy?,0,1
53,Are the plants less productive than usual?,0,1
53,Do you see any holes forming in the leaf blades?,0,1
53,Are the edges of the leaves curling upward?,0,1
53,Do you notice any faint yellow halos around spots?,1,1
53,Is there excessive moisture or dew on the leaves?,0,1
53,Are the leaves uneven in size and shape?,1,1
53,Do you see any leaves that look scorched or sunburned?,0,1
53,Are the leaves losing their natural shine?,1,1
53,Is there a sticky film on the leaf surface?,0,1
53,Do the affected leaves wilt faster during hot weather?,1,1
53,Are any parts of the leaf transparent or thin?,0,1
53,Do you notice any fungus-like growth near leaf stems?,1,1
53,Are the leaves changing color faster than normal?,0,1
53,Is the plant less vigorous than healthy plants?,1,1
53,Do you observe any yellowing around leaf margins?,1,1
53,Are the leaves curling unevenly or asymmetrically?,1,1
53,Do you see any spots that look oily or greasy?,0,1
54,Are the leaves turning yellow starting from the tips?,1,1
54,Do you notice any brown streaks on the leaf veins?,0,1
54,Is there a sticky residue on the leaf surface?,1,1
54,Are the leaves curling inward or downward?,0,1
54,Do you see any tiny white spots on the leaves?,1,1
54,Is there a foul or unusual smell from the leaves?,0,1
54,Are the leaf edges turning brown or dry?,1,1
54,Do the leaves have patches of light green or pale color?,1,1
54,Is the plant growth slower than usual?,1,1
54,Are the leaves falling off prematurely?,0,1
54,Do you see black fungal spots on the leaves?,1,1
54,Are ants or other insects frequently found on the leaves?,0,1
54,Is there any powdery white coating on the leaves?,1,1
54,Do you see small holes or eaten parts on the leaves?,0,1
54,Are the younger leaves affected more than older ones?,1,1
54,Is there any sticky honeydew on the underside of leaves?,0,1
54,Do the leaves feel brittle or dry to touch?,1,1
54,Are there any web-like structures on the leaves?,0,1
54,Is there any mold or mildew on the leaf surface?,1,1
54,Are the leaves drooping or wilted during the day?,1,1
54,Do you see any yellow rings or spots on the leaves?,1,1
54,Are the leaves thinner or smaller than normal?,1,1
54,Is there any rust-colored powder on the leaves?,1,1
54,Do you notice any leaf veins turning red or purple?,0,1
54,Are the leaves brittle and breaking easily?,1,1
54,Is the plant showing signs of nutrient deficiency?,1,1
54,Are there any whiteflies or aphids on the leaves?,1,1
54,Do the leaves have translucent patches?,0,1
54,Is there a sticky substance attracting ants?,1,1
54,Are the leaves clustered tightly together unusually?,0,1
54,Is the leaf surface rough or bumpy?,1,1
54,Are the plants less productive than usual?,0,1
54,Do you see any holes forming in the leaf blades?,1,1
54,Are the edges of the leaves curling upward?,0,1
54,Do you notice any faint yellow halos around spots?,1,1
54,Is there excessive moisture or dew on the leaves?,1,1
54,Are the leaves uneven in size and shape?,1,1
54,Do you see any leaves that look scorched or sunburned?,0,1
54,Are the leaves losing their natural shine?,1,1
54,Is there a sticky film on the leaf surface?,0,1
54,Do the affected leaves wilt faster during hot weather?,0,1
54,Are any parts of the leaf transparent or thin?,0,1
54,Do you notice any fungus-like growth near leaf stems?,1,1
54,Are the leaves changing color faster than normal?,0,1
54,Is the plant less vigorous than healthy plants?,1,1
54,Do you observe any yellowing around leaf margins?,0,1
54,Are the leaves curling unevenly or asymmetrically?,1,1
54,Do you see any spots that look oily or greasy?,0,1
55,Are the leaves turning yellow starting from the tips?,1,1
55,Do you notice any brown streaks on the leaf veins?,0,1
55,Is there a sticky residue on the leaf surface?,1,1
55,Are the leaves curling inward or downward?,0,1
55,Do you see any tiny white spots on the leaves?,1,1
55,Is there a foul or unusual smell from the leaves?,0,1
55,Are the leaf edges turning brown or dry?,1,1
55,Do the leaves have patches of light green or pale color?,1,1
55,Is the plant growth slower than usual?,1,1
55,Are the leaves falling off prematurely?,1,1
55,Do you see black fungal spots on the leaves?,1,1
55,Are ants or other insects frequently found on the leaves?,0,1
55,Is there any powdery white coating on the leaves?,1,1
55,Do you see small holes or eaten parts on the leaves?,1,1
55,Are the younger leaves affected more than older ones?,1,1
55,Is there any sticky honeydew on the underside of leaves?,0,1
55,Do the leaves feel brittle or dry to touch?,1,1
55,Are there any web-like structures on the leaves?,0,1
55,Is there any mold or mildew on the leaf surface?,1,1
55,Are the leaves drooping or wilted during the day?,0,1
55,Do you see any yellow rings or spots on the leaves?,1,1
55,Are the leaves thinner or smaller than normal?,1,1
55,Is there any rust-colored powder on the leaves?,1,1
55,Do you notice any leaf veins turning red or purple?,0,1
55,Are the leaves brittle and breaking easily?,1,1
55,Is the plant showing signs of nutrient deficiency?,0,1
55,Are there any whiteflies or aphids on the leaves?,0,1
55,Do the leaves have translucent patches?,0,1
55,Is there a sticky substance attracting ants?,1,1
55,Are the leaves clustered tightly together unusually?,0,1
55,Is the leaf surface rough or bumpy?,0,1
55,Are the plants less productive than usual?,0,1
55,Do you see any holes forming in the leaf blades?,1,1
55,Are the edges of the leaves curling upward?,0,1
55,Do you notice any faint yellow halos around spots?,1,1
55,Is there excessive moisture or dew on the leaves?,0,1
55,Are the leaves uneven in size and shape?,0,1
55,Do you see any leaves that look scorched or sunburned?,0,1
55,Are the leaves losing their natural shine?,1,1
55,Is there a sticky film on the leaf surface?,0,1
55,Do the affected leaves wilt faster during hot weather?,1,1
55,Are any parts of the leaf transparent or thin?,1,1
55,Do you notice any fungus-like growth near leaf stems?,1,1
55,Are the leaves changing color faster than normal?,0,1
55,Is the plant less vigorous than healthy plants?,1,1
55,Do you observe any yellowing around leaf margins?,0,1
55,Are the leaves curling unevenly or asymmetrically?,0,1
55,Do you see any spots that look oily or greasy?,0,1
56,Are the leaves turning yellow starting from the tips?,0,0
56,Do you notice any brown streaks on the leaf veins?,1,0
56,Is there a sticky residue on the leaf surface?,0,0
56,Are the leaves curling inward or downward?,0,0
56,Do you see any tiny white spots on the leaves?,0,0
56,Is there a foul or unusual smell from the leaves?,1,0
56,Are the leaf edges turning brown or dry?,0,0
56,Do the leaves have patches of light green or pale color?,1,0
56,Is the plant growth slower than usual?,0,0
56,Are the leaves falling off prematurely?,1,0
56,Do you see black fungal spots on the leaves?,1,0
56,Are ants or other insects frequently found on the leaves?,1,0
56,Is there any powdery white coating on the leaves?,0,0
56,Do you see small holes or eaten parts on the leaves?,1,0
56,Are the younger leaves affected more than older ones?,0,0
56,Is there any sticky honeydew on the underside of leaves?,1,0
56,Do the leaves feel brittle or dry to touch?,0,0
56,Are there any web-like structures on the leaves?,1,0
56,Is there any mold or mildew on the leaf surface?,1,0
56,Are the leaves drooping or wilted during the day?,1,0
56,Do you see any yellow rings or spots on the leaves?,0,0
56,Are the leaves thinner or smaller than normal?,1,0
56,Is there any rust-colored powder on the leaves?,1,0
56,Do you notice any leaf veins turning red or purple?,1,0
56,Are the leaves brittle and breaking easily?,0,0
56,Is the plant showing signs of nutrient deficiency?,1,0
56,Are there any whiteflies or aphids on the leaves?,1,0
56,Do the leaves have translucent patches?,1,0
56,Is there a sticky substance attracting ants?,0,0
56,Are the leaves clustered tightly together unusually?,1,0
56,Is the leaf surface rough or bumpy?,0,0
56,Are the plants less productive than usual?,1,0
56,Do you see any holes forming in the leaf blades?,0,0
56,Are the edges of the leaves curling upward?,1,0
56,Do you notice any faint yellow halos around spots?,0,0
56,Is there excessive moisture or dew on the leaves?,1,0
56,Are the leaves uneven in size and shape?,0,0
56,Do you see any leaves that look scorched or sunburned?,1,0
56,Are the leaves losing their natural shine?,0,0
56,Is there a sticky film on the leaf surface?,1,0
56,Do the affected leaves wilt faster during hot weather?,0,0
56,Are any parts of the leaf transparent or thin?,1,0
56,Do you notice any fungus-like growth near leaf stems?,0,0
56,Are the leaves changing color faster than normal?,1,0
56,Is the plant less vigorous than healthy plants?,0,0
56,Do you observe any yellowing around leaf margins?,1,0
56,Are the leaves curling unevenly or asymmetrically?,1,0
56,Do you see any spots that look oily or greasy?,1,0
57,Are the leaves turning yellow starting from the tips?,0,0
57,Do you notice any brown streaks on the leaf veins?,1,0
57,Is there a sticky residue on the leaf surface?,0,0
57,Are the leaves curling inward or downward?,1,0
57,Do you see any tiny white spots on the leaves?,0,0
57,Is there a foul or unusual smell from the leaves?,1,0
57,Are the leaf edges turning brown or dry?,0,0
57,Do the leaves have patches of light green or pale color?,1,0
57,Is the plant growth slower than usual?,0,0
57,Are the leaves falling off prematurely?,1,0
57,Do you see black fungal spots on the leaves?,1,0
57,Are ants or other insects frequently found on the leaves?,1,0
57,Is there any powdery white coating on the leaves?,0,0
57,Do you see small holes or eaten parts on the leaves?,1,0
57,Are the younger leaves affected more than older ones?,0,0
57,Is there any sticky honeydew on the underside of leaves?,1,0
57,Do the leaves feel brittle or dry to touch?,0,0
57,Are there any web-like structures on the leaves?,1,0
57,Is there any mold or mildew on the leaf surface?,0,0
57,Are the leaves drooping or wilted during the day?,1,0
57,Do you see any yellow rings or spots on the leaves?,0,0
57,Are the leaves thinner or smaller than normal?,1,0
57,Is there any rust-colored powder on the leaves?,0,0
57,Do you notice any leaf veins turning red or purple?,1,0
57,Are the leaves brittle and breaking easily?,0,0
57,Is the plant showing signs of nutrient deficiency?,1,0
57,Are there any whiteflies or aphids on the leaves?,1,0
57,Do the leaves have translucent patches?,1,0
57,Is there a sticky substance attracting ants?,0,0
57,Are the leaves clustered tightly together unusually?,1,0
57,Is the leaf surface rough or bumpy?,0,0
57,Are the plants less productive than usual?,0,0
57,Do you see any holes forming in the leaf blades?,0,0
57,Are the edges of the leaves curling upward?,1,0
57,Do you notice any faint yellow halos around spots?,0,0
57,Is there excessive moisture or dew on the leaves?,1,0
57,Are the leaves uneven in size and shape?,0,0
57,Do you see any leaves that look scorched or sunburned?,1,0
57,Are the leaves losing their natural shine?,0,0
57,Is there a sticky film on the leaf surface?,1,0
57,Do the affected leaves wilt faster during hot weather?,0,0
57,Are any parts of the leaf transparent or thin?,1,0
57,Do you notice any fungus-like growth near leaf stems?,0,0
57,Are the leaves changing color faster than normal?,1,0
57,Is the plant less vigorous than healthy plants?,0,0
57,Do you observe any yellowing around leaf margins?,1,0
57,Are the leaves curling unevenly or asymmetrically?,1,0
57,Do you see any spots that look oily or greasy?,1,0
58,Are the leaves turning yellow starting from the tips?,0,0
58,Do you notice any brown streaks on the leaf veins?,1,0
58,Is there a sticky residue on the leaf surface?,0,0
58,Are the leaves curling inward or downward?,1,0
58,Do you see any tiny white spots on the leaves?,0,0
58,Is there a foul or unusual smell from the leaves?,0,0
58,Are the leaf edges turning brown or dry?,0,0
58,Do the leaves have patches of light green or pale color?,1,0
58,Is the plant growth slower than usual?,0,0
58,Are the leaves falling off prematurely?,1,0
58,Do you see black fungal spots on the leaves?,1,0
58,Are ants or other insects frequently found on the leaves?,1,0
58,Is there any powdery white coating on the leaves?,0,0
58,Do you see small holes or eaten parts on the leaves?,0,0
58,Are the younger leaves affected more than older ones?,0,0
58,Is there any sticky honeydew on the underside of leaves?,1,0
58,Do the leaves feel brittle or dry to touch?,0,0
58,Are there any web-like structures on the leaves?,1,0
58,Is there any mold or mildew on the leaf surface?,0,0
58,Are the leaves drooping or wilted during the day?,1,0
58,Do you see any yellow rings or spots on the leaves?,0,0
58,Are the leaves thinner or smaller than normal?,1,0
58,Is there any rust-colored powder on the leaves?,0,0
58,Do you notice any leaf veins turning red or purple?,1,0
58,Are the leaves brittle and breaking easily?,0,0
58,Is the plant showing signs of nutrient deficiency?,1,0
58,Are there any whiteflies or aphids on the leaves?,0,0
58,Do the leaves have translucent patches?,1,0
58,Is there a sticky substance attracting ants?,0,0
58,Are the leaves clustered tightly together unusually?,1,0
58,Is the leaf surface rough or bumpy?,0,0
58,Are the plants less productive than usual?,1,0
58,Do you see any holes forming in the leaf blades?,0,0
58,Are the edges of the leaves curling upward?,0,0
58,Do you notice any faint yellow halos around spots?,0,0
58,Is there excessive moisture or dew on the leaves?,1,0
58,Are the leaves uneven in size and shape?,0,0
58,Do you see any leaves that look scorched or sunburned?,1,0
58,Are the leaves losing their natural shine?,0,0
58,Is there a sticky film on the leaf surface?,1,0
58,Do the affected leaves wilt faster during hot weather?,0,0
58,Are any parts of the leaf transparent or thin?,1,0
58,Do you notice any fungus-like growth near leaf stems?,0,0
58,Are the leaves changing color faster than normal?,1,0
58,Is the plant less vigorous than healthy plants?,0,0
58,Do you observe any yellowing around leaf margins?,0,0
58,Are the leaves curling unevenly or asymmetrically?,0,0
58,Do you see any spots that look oily or greasy?,0,0
59,Are the leaves turning yellow starting from the tips?,1,1
59,Do you notice any brown streaks on the leaf veins?,0,1
59,Is there a sticky residue on the leaf surface?,1,1
59,Are the leaves curling inward or downward?,0,1
59,Do you see any tiny white spots on the leaves?,1,1
59,Is there a foul or unusual smell from the leaves?,0,1
59,Are the leaf edges turning brown or dry?,1,1
59,Do the leaves have patches of light green or pale color?,0,1
59,Is the plant growth slower than usual?,1,1
59,Are the leaves falling off prematurely?,0,1
59,Do you see black fungal spots on the leaves?,1,1
59,Are ants or other insects frequently found on the leaves?,0,1
59,Is there any powdery white coating on the leaves?,1,1
59,Do you see small holes or eaten parts on the leaves?,0,1
59,Are the younger leaves affected more than older ones?,1,1
59,Is there any sticky honeydew on the underside of leaves?,1,1
59,Do the leaves feel brittle or dry to touch?,0,1
59,Are there any web-like structures on the leaves?,0,1
59,Is there any mold or mildew on the leaf surface?,1,1
59,Are the leaves drooping or wilted during the day?,0,1
59,Do you see any yellow rings or spots on the leaves?,1,1
59,Are the leaves thinner or smaller than normal?,0,1
59,Is there any rust-colored powder on the leaves?,1,1
59,Do you notice any leaf veins turning red or purple?,0,1
59,Are the leaves brittle and breaking easily?,1,1
59,Is the plant showing signs of nutrient deficiency?,0,1
59,Are there any whiteflies or aphids on the leaves?,1,1
59,Do the leaves have translucent patches?,0,1
59,Is there a sticky substance attracting ants?,0,1
59,Are the leaves clustered tightly together unusually?,0,1
59,Is the leaf surface rough or bumpy?,1,1
59,Are the plants less productive than usual?,1,1
59,Do you see any holes forming in the leaf blades?,1,1
59,Are the edges of the leaves curling upward?,0,1
59,Do you notice any faint yellow halos around spots?,1,1
59,Is there excessive moisture or dew on the leaves?,0,1
59,Are the leaves uneven in size and shape?,1,1
59,Do you see any leaves that look scorched or sunburned?,1,1
59,Are the leaves losing their natural shine?,1,1
59,Is there a sticky film on the leaf surface?,0,1
59,Do the affected leaves wilt faster during hot weather?,0,1
59,Are any parts of the leaf transparent or thin?,0,1
59,Do you notice any fungus-like growth near leaf stems?,1,1
59,Are the leaves changing color faster than normal?,1,1
59,Is the plant less vigorous than healthy plants?,0,1
59,Do you observe any yellowing around leaf margins?,0,1
59,Are the leaves curling unevenly or asymmetrically?,0,1
59,Do you see any spots that look oily or greasy?,0,1
60,Are the leaves turning yellow starting from the tips?,1,1
60,Do you notice any brown streaks on the leaf veins?,0,1
60,Is there a sticky residue on the leaf surface?,1,1
60,Are the leaves curling inward or downward?,0,1
60,Do you see any tiny white spots on the leaves?,1,1
60,Is there a foul or unusual smell from the leaves?,0,1
60,Are the leaf edges turning brown or dry?,0,1
60,Do the leaves have patches of light green or pale color?,1,1
60,Is the plant growth slower than usual?,1,1
60,Are the leaves falling off prematurely?,1,1
60,Do you see black fungal spots on the leaves?,1,1
60,Are ants or other insects frequently found on the leaves?,1,1
60,Is there any powdery white coating on the leaves?,1,1
60,Do you see small holes or eaten parts on the leaves?,0,1
60,Are the younger leaves affected more than older ones?,1,1
60,Is there any sticky honeydew on the underside of leaves?,0,1
60,Do the leaves feel brittle or dry to touch?,0,1
60,Are there any web-like structures on the leaves?,0,1
60,Is there any mold or mildew on the leaf surface?,1,1
60,Are the leaves drooping or wilted during the day?,0,1
60,Do you see any yellow rings or spots on the leaves?,1,1
60,Are the leaves thinner or smaller than normal?,0,1
60,Is there any rust-colored powder on the leaves?,1,1
60,Do you notice any leaf veins turning red or purple?,0,1
60,Are the leaves brittle and breaking easily?,1,1
60,Is the plant showing signs of nutrient deficiency?,0,1
60,Are there any whiteflies or aphids on the leaves?,0,1
60,Do the leaves have translucent patches?,0,1
60,Is there a sticky substance attracting ants?,1,1
60,Are the leaves clustered tightly together unusually?,0,1
60,Is the leaf surface rough or bumpy?,1,1
60,Are the plants less productive than usual?,0,1
60,Do you see any holes forming in the leaf blades?,0,1
60,Are the edges of the leaves curling upward?,0,1
60,Do you notice any faint yellow halos around spots?,1,1
60,Is there excessive moisture or dew on the leaves?,0,1
60,Are the leaves uneven in size and shape?,1,1
60,Do you see any leaves that look scorched or sunburned?,0,1
60,Are the leaves losing their natural shine?,0,1
60,Is there a sticky film on the leaf surface?,0,1
60,Do the affected leaves wilt faster during hot weather?,0,1
60,Are any parts of the leaf transparent or thin?,0,1
60,Do you notice any fungus-like growth near leaf stems?,1,1
60,Are the leaves changing color faster than normal?,1,1
60,Is the plant less vigorous than healthy plants?,1,1
60,Do you observe any yellowing around leaf margins?,0,1
60,Are the leaves curling unevenly or asymmetrically?,1,1
60,Do you see any spots that look oily or greasy?,0,1
61,Are the leaves turning yellow starting from the tips?,1,1
61,Do you notice any brown streaks on the leaf veins?,0,1
61,Is there a sticky residue on the leaf surface?,0,1
61,Are the leaves curling inward or downward?,0,1
61,Do you see any tiny white spots on the leaves?,1,1
61,Is there a foul or unusual smell from the leaves?,0,1
61,Are the leaf edges turning brown or dry?,1,1
61,Do the leaves have patches of light green or pale color?,0,1
61,Is the plant growth slower than usual?,1,1
61,Are the leaves falling off prematurely?,0,1
61,Do you see black fungal spots on the leaves?,1,1
61,Are ants or other insects frequently found on the leaves?,0,1
61,Is there any powdery white coating on the leaves?,1,1
61,Do you see small holes or eaten parts on the leaves?,0,1
61,Are the younger leaves affected more than older ones?,1,1
61,Is there any sticky honeydew on the underside of leaves?,1,1
61,Do the leaves feel brittle or dry to touch?,1,1
61,Are there any web-like structures on the leaves?,0,1
61,Is there any mold or mildew on the leaf surface?,1,1
61,Are the leaves drooping or wilted during the day?,0,1
61,Do you see any yellow rings or spots on the leaves?,1,1
61,Are the leaves thinner or smaller than normal?,0,1
61,Is there any rust-colored powder on the leaves?,1,1
61,Do you notice any leaf veins turning red or purple?,0,1
61,Are the leaves brittle and breaking easily?,1,1
61,Is the plant showing signs of nutrient deficiency?,0,1
61,Are there any whiteflies or aphids on the leaves?,0,1
61,Do the leaves have translucent patches?,0,1
61,Is there a sticky substance attracting ants?,1,1
61,Are the leaves clustered tightly together unusually?,1,1
61,Is the leaf surface rough or bumpy?,1,1
61,Are the plants less productive than usual?,0,1
61,Do you see any holes forming in the leaf blades?,1,1
61,Are the edges of the leaves curling upward?,0,1
61,Do you notice any faint yellow halos around spots?,1,1
61,Is there excessive moisture or dew on the leaves?,0,1
61,Are the leaves uneven in size and shape?,1,1
61,Do you see any leaves that look scorched or sunburned?,0,1
61,Are the leaves losing their natural shine?,1,1
61,Is there a sticky film on the leaf surface?,0,1
61,Do the affected leaves wilt faster during hot weather?,1,1
61,Are any parts of the leaf transparent or thin?,0,1
61,Do you notice any fungus-like growth near leaf stems?,0,1
61,Are the leaves changing color faster than normal?,0,1
61,Is the plant less vigorous than healthy plants?,1,1
61,Do you observe any yellowing around leaf margins?,0,1
61,Are the leaves curling unevenly or asymmetrically?,1,1
61,Do you see any spots that look oily or greasy?,0,1
62,Are the leaves turning yellow starting from the tips?,0,0
62,Do you notice any brown streaks on the leaf veins?,0,0
62,Is there a sticky residue on the leaf surface?,0,0
62,Are the leaves curling inward or downward?,1,0
62,Do you see any tiny white spots on the leaves?,0,0
62,Is there a foul or unusual smell from the leaves?,1,0
62,Are the leaf edges turning brown or dry?,0,0
62,Do the leaves have patches of light green or pale color?,1,0
62,Is the plant growth slower than usual?,1,0
62,Are the leaves falling off prematurely?,0,0
62,Do you see black fungal spots on the leaves?,0,0
62,Are ants or other insects frequently found on the leaves?,0,0
62,Is there any powdery white coating on the leaves?,0,0
62,Do you see small holes or eaten parts on the leaves?,1,0
62,Are the younger leaves affected more than older ones?,0,0
62,Is there any sticky honeydew on the underside of leaves?,0,0
62,Do the leaves feel brittle or dry to touch?,0,0
62,Are there any web-like structures on the leaves?,0,0
62,Is there any mold or mildew on the leaf surface?,0,0
62,Are the leaves drooping or wilted during the day?,1,0
62,Do you see any yellow rings or spots on the leaves?,0,0
62,Are the leaves thinner or smaller than normal?,1,0
62,Is there any rust-colored powder on the leaves?,0,0
62,Do you notice any leaf veins turning red or purple?,1,0
62,Are the leaves brittle and breaking easily?,1,0
62,Is the plant showing signs of nutrient deficiency?,0,0
62,Are there any whiteflies or aphids on the leaves?,0,0
62,Do the leaves have translucent patches?,1,0
62,Is there a sticky substance attracting ants?,1,0
62,Are the leaves clustered tightly together unusually?,1,0
62,Is the leaf surface rough or bumpy?,1,0
62,Are the plants less productive than usual?,0,0
62,Do you see any holes forming in the leaf blades?,0,0
62,Are the edges of the leaves curling upward?,1,0
62,Do you notice any faint yellow halos around spots?,0,0
62,Is there excessive moisture or dew on the leaves?,0,0
62,Are the leaves uneven in size and shape?,0,0
62,Do you see any leaves that look scorched or sunburned?,1,0
62,Are the leaves losing their natural shine?,0,0
62,Is there a sticky film on the leaf surface?,1,0
62,Do the affected leaves wilt faster during hot weather?,0,0
62,Are any parts of the leaf transparent or thin?,1,0
62,Do you notice any fungus-like growth near leaf stems?,0,0
62,Are the leaves changing color faster than normal?,0,0
62,Is the plant less vigorous than healthy plants?,1,0
62,Do you observe any yellowing around leaf margins?,1,0
62,Are the leaves curling unevenly or asymmetrically?,0,0
62,Do you see any spots that look oily or greasy?,1,0
63,Are the leaves turning yellow starting from the tips?,1,1
63,Do you notice any brown streaks on the leaf veins?,0,1
63,Is there a sticky residue on the leaf surface?,0,1
63,Are the leaves curling inward or downward?,0,1
63,Do you see any tiny white spots on the leaves?,1,1
63,Is there a foul or unusual smell from the leaves?,1,1
63,Are the leaf edges turning brown or dry?,1,1
63,Do the leaves have patches of light green or pale color?,0,1
63,Is the plant growth slower than usual?,1,1
63,Are the leaves falling off prematurely?,0,1
63,Do you see black fungal spots on the leaves?,1,1
63,Are ants or other insects frequently found on the leaves?,0,1
63,Is there any powdery white coating on the leaves?,1,1
63,Do you see small holes or eaten parts on the leaves?,0,1
63,Are the younger leaves affected more than older ones?,1,1
63,Is there any sticky honeydew on the underside of leaves?,0,1
63,Do the leaves feel brittle or dry to touch?,1,1
63,Are there any web-like structures on the leaves?,0,1
63,Is there any mold or mildew on the leaf surface?,1,1
63,Are the leaves drooping or wilted during the day?,0,1
63,Do you see any yellow rings or spots on the leaves?,0,1
63,Are the leaves thinner or smaller than normal?,1,1
63,Is there any rust-colored powder on the leaves?,1,1
63,Do you notice any leaf veins turning red or purple?,0,1
63,Are the leaves brittle and breaking easily?,1,1
63,Is the plant showing signs of nutrient deficiency?,0,1
63,Are there any whiteflies or aphids on the leaves?,1,1
63,Do the leaves have translucent patches?,0,1
63,Is there a sticky substance attracting ants?,1,1
63,Are the leaves clustered tightly together unusually?,0,1
63,Is the leaf surface rough or bumpy?,1,1
63,Are the plants less productive than usual?,1,1
63,Do you see any holes forming in the leaf blades?,0,1
63,Are the edges of the leaves curling upward?,0,1
63,Do you notice any faint yellow halos around spots?,1,1
63,Is there excessive moisture or dew on the leaves?,0,1
63,Are the leaves uneven in size and shape?,1,1
63,Do you see any leaves that look scorched or sunburned?,0,1
63,Are the leaves losing their natural shine?,0,1
63,Is there a sticky film on the leaf surface?,0,1
63,Do the affected leaves wilt faster during hot weather?,0,1
63,Are any parts of the leaf transparent or thin?,1,1
63,Do you notice any fungus-like growth near leaf stems?,1,1
63,Are the leaves changing color faster than normal?,1,1
63,Is the plant less vigorous than healthy plants?,1,1
63,Do you observe any yellowing around leaf margins?,0,1
63,Are the leaves curling unevenly or asymmetrically?,1,1
63,Do you see any spots that look oily or greasy?,0,1
64,Are the leaves turning yellow starting from the tips?,1,0
64,Do you notice any brown streaks on the leaf veins?,0,0
64,Is there a sticky residue on the leaf surface?,0,0
64,Are the leaves curling inward or downward?,1,0
64,Do you see any tiny white spots on the leaves?,0,0
64,Is there a foul or unusual smell from the leaves?,1,0
64,Are the leaf edges turning brown or dry?,1,0
64,Do the leaves have patches of light green or pale color?,1,0
64,Is the plant growth slower than usual?,1,0
64,Are the leaves falling off prematurely?,0,0
64,Do you see black fungal spots on the leaves?,0,0
64,Are ants or other insects frequently found on the leaves?,1,0
64,Is there any powdery white coating on the leaves?,0,0
64,Do you see small holes or eaten parts on the leaves?,1,0
64,Are the younger leaves affected more than older ones?,0,0
64,Is there any sticky honeydew on the underside of leaves?,0,0
64,Do the leaves feel brittle or dry to touch?,0,0
64,Are there any web-like structures on the leaves?,1,0
64,Is there any mold or mildew on the leaf surface?,0,0
64,Are the leaves drooping or wilted during the day?,0,0
64,Do you see any yellow rings or spots on the leaves?,0,0
64,Are the leaves thinner or smaller than normal?,1,0
64,Is there any rust-colored powder on the leaves?,0,0
64,Do you notice any leaf veins turning red or purple?,1,0
64,Are the leaves brittle and breaking easily?,0,0
64,Is the plant showing signs of nutrient deficiency?,0,0
64,Are there any whiteflies or aphids on the leaves?,1,0
64,Do the leaves have translucent patches?,1,0
64,Is there a sticky substance attracting ants?,1,0
64,Are the leaves clustered tightly together unusually?,1,0
