Sample_ID,Question,Answer,Label
59,Do the tillers appear dry or brittle?,0,0
59,Is there a soft mushy texture near the base of the stem?,0,0
59,Are any of the tillers wilted or drooping?,0,0
59,Do you see any black or brown spots on the stem?,1,0
59,Are ants or other insects more active around the tiller base?,0,0
59,Has the tiller growth slowed down recently?,1,0
60,Are the stems (tillers) shorter than usual?,1,1
60,Do you smell any unusual or rotten odor near the plant base?,0,1
60,Can you easily pull the roots out of the soil?,1,1
60,Are you noticing yellowing on the lower stems?,1,1
60,Do the tillers appear dry or brittle?,1,1
60,Is there a soft mushy texture near the base of the stem?,1,1
60,Are any of the tillers wilted or drooping?,0,1
60,Do you see any black or brown spots on the stem?,1,1
60,Are ants or other insects more active around the tiller base?,1,1
60,Has the tiller growth slowed down recently?,0,1
61,Are the stems (tillers) shorter than usual?,0,0
61,Do you smell any unusual or rotten odor near the plant base?,1,0
61,Can you easily pull the roots out of the soil?,0,0
61,Are you noticing yellowing on the lower stems?,0,0
61,Do the tillers appear dry or brittle?,1,0
61,Is there a soft mushy texture near the base of the stem?,0,0
61,Are any of the tillers wilted or drooping?,0,0
61,Do you see any black or brown spots on the stem?,0,0
61,Are ants or other insects more active around the tiller base?,0,0
61,Has the tiller growth slowed down recently?,1,0
62,Are the stems (tillers) shorter than usual?,1,1
62,Do you smell any unusual or rotten odor near the plant base?,1,1
62,Can you easily pull the roots out of the soil?,1,1
62,Are you noticing yellowing on the lower stems?,1,1
62,Do the tillers appear dry or brittle?,1,1
62,Is there a soft mushy texture near the base of the stem?,1,1
62,Are any of the tillers wilted or drooping?,0,1
62,Do you see any black or brown spots on the stem?,1,1
62,Are ants or other insects more active around the tiller base?,1,1
62,Has the tiller growth slowed down recently?,1,1
63,Are the stems (tillers) shorter than usual?,0,0
63,Do you smell any unusual or rotten odor near the plant base?,0,0
63,Can you easily pull the roots out of the soil?,0,0
63,Are you noticing yellowing on the lower stems?,0,0
63,Do the tillers appear dry or brittle?,0,0
63,Is there a soft mushy texture near the base of the stem?,0,0
63,Are any of the tillers wilted or drooping?,0,0
63,Do you see any black or brown spots on the stem?,0,0
63,Are ants or other insects more active around the tiller base?,1,0
63,Has the tiller growth slowed down recently?,1,0
64,Are the stems (tillers) shorter than usual?,1,1
64,Do you smell any unusual or rotten odor near the plant base?,1,1
64,Can you easily pull the roots out of the soil?,0,1
64,Are you noticing yellowing on the lower stems?,1,1
64,Do the tillers appear dry or brittle?,0,1
64,Is there a soft mushy texture near the base of the stem?,1,1
64,Are any of the tillers wilted or drooping?,1,1
64,Do you see any black or brown spots on the stem?,1,1
64,Are ants or other insects more active around the tiller base?,1,1
64,Has the tiller growth slowed down recently?,0,1
65,Are the stems (tillers) shorter than usual?,1,0
65,Do you smell any unusual or rotten odor near the plant base?,0,0
65,Can you easily pull the roots out of the soil?,0,0
65,Are you noticing yellowing on the lower stems?,0,0
65,Do the tillers appear dry or brittle?,1,0
65,Is there a soft mushy texture near the base of the stem?,0,0
65,Are any of the tillers wilted or drooping?,0,0
65,Do you see any black or brown spots on the stem?,0,0
65,Are ants or other insects more active around the tiller base?,0,0
65,Has the tiller growth slowed down recently?,0,0
66,Are the stems (tillers) shorter than usual?,0,0
66,Do you smell any unusual or rotten odor near the plant base?,0,0
66,Can you easily pull the roots out of the soil?,1,0
66,Are you noticing yellowing on the lower stems?,1,0
66,Do the tillers appear dry or brittle?,0,0
66,Is there a soft mushy texture near the base of the stem?,1,0
66,Are any of the tillers wilted or drooping?,0,0
66,Do you see any black or brown spots on the stem?,1,0
66,Are ants or other insects more active around the tiller base?,1,0
66,Has the tiller growth slowed down recently?,0,0
67,Are the stems (tillers) shorter than usual?,0,1
67,Do you smell any unusual or rotten odor near the plant base?,0,1
67,Can you easily pull the roots out of the soil?,1,1
67,Are you noticing yellowing on the lower stems?,1,1
67,Do the tillers appear dry or brittle?,0,1
67,Is there a soft mushy texture near the base of the stem?,0,1
67,Are any of the tillers wilted or drooping?,1,1
67,Do you see any black or brown spots on the stem?,1,1
67,Are ants or other insects more active around the tiller base?,1,1
67,Has the tiller growth slowed down recently?,0,1
68,Are the stems (tillers) shorter than usual?,1,1
68,Do you smell any unusual or rotten odor near the plant base?,1,1
68,Can you easily pull the roots out of the soil?,1,1
68,Are you noticing yellowing on the lower stems?,0,1
68,Do the tillers appear dry or brittle?,0,1
68,Is there a soft mushy texture near the base of the stem?,1,1
68,Are any of the tillers wilted or drooping?,1,1
68,Do you see any black or brown spots on the stem?,1,1
68,Are ants or other insects more active around the tiller base?,0,1
68,Has the tiller growth slowed down recently?,1,1
69,Are the stems (tillers) shorter than usual?,0,0
69,Do you smell any unusual or rotten odor near the plant base?,1,0
69,Can you easily pull the roots out of the soil?,0,0
69,Are you noticing yellowing on the lower stems?,0,0
69,Do the tillers appear dry or brittle?,0,0
69,Is there a soft mushy texture near the base of the stem?,0,0
69,Are any of the tillers wilted or drooping?,0,0
69,Do you see any black or brown spots on the stem?,0,0
69,Are ants or other insects more active around the tiller base?,0,0
69,Has the tiller growth slowed down recently?,0,0
70,Are the stems (tillers) shorter than usual?,0,1
70,Do you smell any unusual or rotten odor near the plant base?,1,1
70,Can you easily pull the roots out of the soil?,0,1
70,Are you noticing yellowing on the lower stems?,0,1
70,Do the tillers appear dry or brittle?,1,1
70,Is there a soft mushy texture near the base of the stem?,1,1
70,Are any of the tillers wilted or drooping?,0,1
70,Do you see any black or brown spots on the stem?,1,1
70,Are ants or other insects more active around the tiller base?,0,1
70,Has the tiller growth slowed down recently?,1,1
71,Are the stems (tillers) shorter than usual?,0,0
71,Do you smell any unusual or rotten odor near the plant base?,0,0
71,Can you easily pull the roots out of the soil?,0,0
71,Are you noticing yellowing on the lower stems?,1,0
71,Do the tillers appear dry or brittle?,1,0
71,Is there a soft mushy texture near the base of the stem?,0,0
71,Are any of the tillers wilted or drooping?,0,0
71,Do you see any black or brown spots on the stem?,0,0
71,Are ants or other insects more active around the tiller base?,0,0
71,Has the tiller growth slowed down recently?,1,0
72,Are the stems (tillers) shorter than usual?,1,1
72,Do you smell any unusual or rotten odor near the plant base?,0,1
72,Can you easily pull the roots out of the soil?,0,1
72,Are you noticing yellowing on the lower stems?,1,1
72,Do the tillers appear dry or brittle?,0,1
72,Is there a soft mushy texture near the base of the stem?,0,1
72,Are any of the tillers wilted or drooping?,1,1
72,Do you see any black or brown spots on the stem?,1,1
72,Are ants or other insects more active around the tiller base?,1,1
72,Has the tiller growth slowed down recently?,1,1
73,Are the stems (tillers) shorter than usual?,0,0
73,Do you smell any unusual or rotten odor near the plant base?,0,0
73,Can you easily pull the roots out of the soil?,1,0
73,Are you noticing yellowing on the lower stems?,0,0
73,Do the tillers appear dry or brittle?,0,0
73,Is there a soft mushy texture near the base of the stem?,0,0
73,Are any of the tillers wilted or drooping?,1,0
73,Do you see any black or brown spots on the stem?,0,0
73,Are ants or other insects more active around the tiller base?,1,0
73,Has the tiller growth slowed down recently?,0,0
74,Are the stems (tillers) shorter than usual?,1,1
74,Do you smell any unusual or rotten odor near the plant base?,1,1
74,Can you easily pull the roots out of the soil?,0,1
74,Are you noticing yellowing on the lower stems?,1,1
74,Do the tillers appear dry or brittle?,0,1
74,Is there a soft mushy texture near the base of the stem?,0,1
74,Are any of the tillers wilted or drooping?,0,1
74,Do you see any black or brown spots on the stem?,1,1
74,Are ants or other insects more active around the tiller base?,1,1
74,Has the tiller growth slowed down recently?,1,1
75,Are the stems (tillers) shorter than usual?,1,0
75,Do you smell any unusual or rotten odor near the plant base?,0,0
75,Can you easily pull the roots out of the soil?,0,0
75,Are you noticing yellowing on the lower stems?,0,0
75,Do the tillers appear dry or brittle?,1,0
75,Is there a soft mushy texture near the base of the stem?,1,0
75,Are any of the tillers wilted or drooping?,0,0
75,Do you see any black or brown spots on the stem?,0,0
75,Are ants or other insects more active around the tiller base?,0,0
75,Has the tiller growth slowed down recently?,0,0
76,Are the stems (tillers) shorter than usual?,1,0
76,Do you smell any unusual or rotten odor near the plant base?,0,0
76,Can you easily pull the roots out of the soil?,0,0
76,Are you noticing yellowing on the lower stems?,0,0
76,Do the tillers appear dry or brittle?,0,0
76,Is there a soft mushy texture near the base of the stem?,0,0
76,Are any of the tillers wilted or drooping?,0,0
76,Do you see any black or brown spots on the stem?,1,0
76,Are ants or other insects more active around the tiller base?,0,0
76,Has the tiller growth slowed down recently?,0,0
77,Are the stems (tillers) shorter than usual?,1,0
77,Do you smell any unusual or rotten odor near the plant base?,0,0
77,Can you easily pull the roots out of the soil?,0,0
77,Are you noticing yellowing on the lower stems?,0,0
77,Do the tillers appear dry or brittle?,0,0
77,Is there a soft mushy texture near the base of the stem?,0,0
77,Are any of the tillers wilted or drooping?,0,0
77,Do you see any black or brown spots on the stem?,1,0
77,Are ants or other insects more active around the tiller base?,1,0
77,Has the tiller growth slowed down recently?,0,0
78,Are the stems (tillers) shorter than usual?,1,1
78,Do you smell any unusual or rotten odor near the plant base?,1,1
78,Can you easily pull the roots out of the soil?,1,1
78,Are you noticing yellowing on the lower stems?,1,1
78,Do the tillers appear dry or brittle?,1,1
78,Is there a soft mushy texture near the base of the stem?,1,1
78,Are any of the tillers wilted or drooping?,0,1
78,Do you see any black or brown spots on the stem?,1,1
78,Are ants or other insects more active around the tiller base?,0,1
78,Has the tiller growth slowed down recently?,1,1
79,Are the stems (tillers) shorter than usual?,0,0
79,Do you smell any unusual or rotten odor near the plant base?,0,0
79,Can you easily pull the roots out of the soil?,1,0
79,Are you noticing yellowing on the lower stems?,0,0
79,Do the tillers appear dry or brittle?,0,0
79,Is there a soft mushy texture near the base of the stem?,1,0
79,Are any of the tillers wilted or drooping?,0,0
79,Do you see any black or brown spots on the stem?,0,0
79,Are ants or other insects more active around the tiller base?,0,0
79,Has the tiller growth slowed down recently?,0,0
80,Are the stems (tillers) shorter than usual?,1,0
80,Do you smell any unusual or rotten odor near the plant base?,0,0
80,Can you easily pull the roots out of the soil?,0,0
80,Are you noticing yellowing on the lower stems?,1,0
80,Do the tillers appear dry or brittle?,1,0
80,Is there a soft mushy texture near the base of the stem?,1,0
80,Are any of the tillers wilted or drooping?,0,0
80,Do you see any black or brown spots on the stem?,0,0
80,Are ants or other insects more active around the tiller base?,1,0
80,Has the tiller growth slowed down recently?,0,0
81,Are the stems (tillers) shorter than usual?,1,0
81,Do you smell any unusual or rotten odor near the plant base?,0,0
81,Can you easily pull the roots out of the soil?,0,0
81,Are you noticing yellowing on the lower stems?,0,0
81,Do the tillers appear dry or brittle?,1,0
81,Is there a soft mushy texture near the base of the stem?,0,0
81,Are any of the tillers wilted or drooping?,0,0
81,Do you see any black or brown spots on the stem?,0,0
81,Are ants or other insects more active around the tiller base?,0,0
81,Has the tiller growth slowed down recently?,0,0
82,Are the stems (tillers) shorter than usual?,1,1
82,Do you smell any unusual or rotten odor near the plant base?,1,1
82,Can you easily pull the roots out of the soil?,1,1
82,Are you noticing yellowing on the lower stems?,0,1
82,Do the tillers appear dry or brittle?,1,1
82,Is there a soft mushy texture near the base of the stem?,0,1
82,Are any of the tillers wilted or drooping?,1,1
82,Do you see any black or brown spots on the stem?,0,1
82,Are ants or other insects more active around the tiller base?,0,1
82,Has the tiller growth slowed down recently?,1,1
83,Are the stems (tillers) shorter than usual?,0,0
83,Do you smell any unusual or rotten odor near the plant base?,1,0
83,Can you easily pull the roots out of the soil?,0,0
83,Are you noticing yellowing on the lower stems?,0,0
83,Do the tillers appear dry or brittle?,1,0
83,Is there a soft mushy texture near the base of the stem?,0,0
83,Are any of the tillers wilted or drooping?,0,0
83,Do you see any black or brown spots on the stem?,0,0
83,Are ants or other insects more active around the tiller base?,1,0
83,Has the tiller growth slowed down recently?,1,0
84,Are the stems (tillers) shorter than usual?,0,1
84,Do you smell any unusual or rotten odor near the plant base?,0,1
84,Can you easily pull the roots out of the soil?,0,1
84,Are you noticing yellowing on the lower stems?,1,1
84,Do the tillers appear dry or brittle?,0,1
84,Is there a soft mushy texture near the base of the stem?,1,1
84,Are any of the tillers wilted or drooping?,1,1
84,Do you see any black or brown spots on the stem?,1,1
84,Are ants or other insects more active around the tiller base?,0,1
84,Has the tiller growth slowed down recently?,0,1
85,Are the stems (tillers) shorter than usual?,1,0
85,Do you smell any unusual or rotten odor near the plant base?,0,0
85,Can you easily pull the roots out of the soil?,0,0
85,Are you noticing yellowing on the lower stems?,0,0
85,Do the tillers appear dry or brittle?,0,0
85,Is there a soft mushy texture near the base of the stem?,0,0
85,Are any of the tillers wilted or drooping?,1,0
85,Do you see any black or brown spots on the stem?,0,0
85,Are ants or other insects more active around the tiller base?,0,0
85,Has the tiller growth slowed down recently?,0,0
86,Are the stems (tillers) shorter than usual?,0,0
86,Do you smell any unusual or rotten odor near the plant base?,0,0
86,Can you easily pull the roots out of the soil?,0,0
86,Are you noticing yellowing on the lower stems?,0,0
86,Do the tillers appear dry or brittle?,1,0
86,Is there a soft mushy texture near the base of the stem?,1,0
86,Are any of the tillers wilted or drooping?,1,0
86,Do you see any black or brown spots on the stem?,1,0
86,Are ants or other insects more active around the tiller base?,0,0
86,Has the tiller growth slowed down recently?,1,0
87,Are the stems (tillers) shorter than usual?,0,0
87,Do you smell any unusual or rotten odor near the plant base?,0,0
87,Can you easily pull the roots out of the soil?,1,0
87,Are you noticing yellowing on the lower stems?,1,0
87,Do the tillers appear dry or brittle?,0,0
87,Is there a soft mushy texture near the base of the stem?,0,0
87,Are any of the tillers wilted or drooping?,0,0
87,Do you see any black or brown spots on the stem?,1,0
87,Are ants or other insects more active around the tiller base?,0,0
87,Has the tiller growth slowed down recently?,0,0
88,Are the stems (tillers) shorter than usual?,1,1
88,Do you smell any unusual or rotten odor near the plant base?,1,1
88,Can you easily pull the roots out of the soil?,1,1
88,Are you noticing yellowing on the lower stems?,1,1
88,Do the tillers appear dry or brittle?,1,1
88,Is there a soft mushy texture near the base of the stem?,0,1
88,Are any of the tillers wilted or drooping?,1,1
88,Do you see any black or brown spots on the stem?,0,1
88,Are ants or other insects more active around the tiller base?,1,1
88,Has the tiller growth slowed down recently?,0,1
89,Are the stems (tillers) shorter than usual?,0,0
89,Do you smell any unusual or rotten odor near the plant base?,0,0
89,Can you easily pull the roots out of the soil?,1,0
89,Are you noticing yellowing on the lower stems?,1,0
89,Do the tillers appear dry or brittle?,0,0
89,Is there a soft mushy texture near the base of the stem?,0,0
89,Are any of the tillers wilted or drooping?,0,0
89,Do you see any black or brown spots on the stem?,0,0
89,Are ants or other insects more active around the tiller base?,1,0
89,Has the tiller growth slowed down recently?,0,0
90,Are the stems (tillers) shorter than usual?,0,0
90,Do you smell any unusual or rotten odor near the plant base?,0,0
90,Can you easily pull the roots out of the soil?,1,0
90,Are you noticing yellowing on the lower stems?,0,0
90,Do the tillers appear dry or brittle?,0,0
90,Is there a soft mushy texture near the base of the stem?,0,0
90,Are any of the tillers wilted or drooping?,0,0
90,Do you see any black or brown spots on the stem?,0,0
90,Are ants or other insects more active around the tiller base?,0,0
90,Has the tiller growth slowed down recently?,1,0
91,Are the stems (tillers) shorter than usual?,1,1
91,Do you smell any unusual or rotten odor near the plant base?,1,1
91,Can you easily pull the roots out of the soil?,0,1
91,Are you noticing yellowing on the lower stems?,1,1
91,Do the tillers appear dry or brittle?,0,1
91,Is there a soft mushy texture near the base of the stem?,1,1
91,Are any of the tillers wilted or drooping?,1,1
91,Do you see any black or brown spots on the stem?,1,1
91,Are ants or other insects more active around the tiller base?,1,1
91,Has the tiller growth slowed down recently?,1,1
92,Are the stems (tillers) shorter than usual?,1,1
92,Do you smell any unusual or rotten odor near the plant base?,0,1
92,Can you easily pull the roots out of the soil?,1,1
92,Are you noticing yellowing on the lower stems?,1,1
92,Do the tillers appear dry or brittle?,1,1
92,Is there a soft mushy texture near the base of the stem?,1,1
92,Are any of the tillers wilted or drooping?,1,1
92,Do you see any black or brown spots on the stem?,1,1
92,Are ants or other insects more active around the tiller base?,0,1
92,Has the tiller growth slowed down recently?,1,1
93,Are the stems (tillers) shorter than usual?,1,1
93,Do you smell any unusual or rotten odor near the plant base?,0,1
93,Can you easily pull the roots out of the soil?,1,1
93,Are you noticing yellowing on the lower stems?,1,1
93,Do the tillers appear dry or brittle?,1,1
93,Is there a soft mushy texture near the base of the stem?,1,1
93,Are any of the tillers wilted or drooping?,1,1
93,Do you see any black or brown spots on the stem?,1,1
93,Are ants or other insects more active around the tiller base?,1,1
93,Has the tiller growth slowed down recently?,0,1
94,Are the stems (tillers) shorter than usual?,0,1
94,Do you smell any unusual or rotten odor near the plant base?,0,1
94,Can you easily pull the roots out of the soil?,0,1
94,Are you noticing yellowing on the lower stems?,0,1
94,Do the tillers appear dry or brittle?,1,1
94,Is there a soft mushy texture near the base of the stem?,0,1
94,Are any of the tillers wilted or drooping?,1,1
94,Do you see any black or brown spots on the stem?,1,1
94,Are ants or other insects more active around the tiller base?,0,1
94,Has the tiller growth slowed down recently?,1,1
95,Are the stems (tillers) shorter than usual?,1,1
95,Do you smell any unusual or rotten odor near the plant base?,0,1
95,Can you easily pull the roots out of the soil?,1,1
95,Are you noticing yellowing on the lower stems?,1,1
95,Do the tillers appear dry or brittle?,1,1
95,Is there a soft mushy texture near the base of the stem?,1,1
95,Are any of the tillers wilted or drooping?,0,1
95,Do you see any black or brown spots on the stem?,1,1
95,Are ants or other insects more active around the tiller base?,1,1
95,Has the tiller growth slowed down recently?,0,1
96,Are the stems (tillers) shorter than usual?,0,0
96,Do you smell any unusual or rotten odor near the plant base?,0,0
96,Can you easily pull the roots out of the soil?,1,0
96,Are you noticing yellowing on the lower stems?,0,0
96,Do the tillers appear dry or brittle?,0,0
96,Is there a soft mushy texture near the base of the stem?,1,0
96,Are any of the tillers wilted or drooping?,0,0
96,Do you see any black or brown spots on the stem?,0,0
96,Are ants or other insects more active around the tiller base?,0,0
96,Has the tiller growth slowed down recently?,1,0
97,Are the stems (tillers) shorter than usual?,1,1
97,Do you smell any unusual or rotten odor near the plant base?,1,1
97,Can you easily pull the roots out of the soil?,1,1
97,Are you noticing yellowing on the lower stems?,0,1
97,Do the tillers appear dry or brittle?,1,1
97,Is there a soft mushy texture near the base of the stem?,1,1
97,Are any of the tillers wilted or drooping?,1,1
97,Do you see any black or brown spots on the stem?,0,1
97,Are ants or other insects more active around the tiller base?,1,1
97,Has the tiller growth slowed down recently?,0,1
98,Are the stems (tillers) shorter than usual?,1,0
98,Do you smell any unusual or rotten odor near the plant base?,0,0
98,Can you easily pull the roots out of the soil?,1,0
98,Are you noticing yellowing on the lower stems?,1,0
98,Do the tillers appear dry or brittle?,0,0
98,Is there a soft mushy texture near the base of the stem?,0,0
98,Are any of the tillers wilted or drooping?,0,0
98,Do you see any black or brown spots on the stem?,0,0
98,Are ants or other insects more active around the tiller base?,0,0
98,Has the tiller growth slowed down recently?,0,0
99,Are the stems (tillers) shorter than usual?,1,1
99,Do you smell any unusual or rotten odor near the plant base?,1,1
99,Can you easily pull the roots out of the soil?,1,1
99,Are you noticing yellowing on the lower stems?,0,1
99,Do the tillers appear dry or brittle?,1,1
99,Is there a soft mushy texture near the base of the stem?,1,1
99,Are any of the tillers wilted or drooping?,1,1
99,Do you see any black or brown spots on the stem?,0,1
99,Are ants or other insects more active around the tiller base?,1,1
99,Has the tiller growth slowed down recently?,1,1
100,Are the stems (tillers) shorter than usual?,1,1
100,Do you smell any unusual or rotten odor near the plant base?,1,1
100,Can you easily pull the roots out of the soil?,1,1
100,Are you noticing yellowing on the lower stems?,0,1
100,Do the tillers appear dry or brittle?,1,1
100,Is there a soft mushy texture near the base of the stem?,0,1
100,Are any of the tillers wilted or drooping?,1,1
100,Do you see any black or brown spots on the stem?,1,1
100,Are ants or other insects more active around the tiller base?,1,1
100,Has the tiller growth slowed down recently?,1,1
101,Are the stems (tillers) shorter than usual?,0,0
101,Do you smell any unusual or rotten odor near the plant base?,0,0
101,Can you easily pull the roots out of the soil?,0,0
101,Are you noticing yellowing on the lower stems?,0,0
101,Do the tillers appear dry or brittle?,1,0
101,Is there a soft mushy texture near the base of the stem?,1,0
101,Are any of the tillers wilted or drooping?,0,0
101,Do you see any black or brown spots on the stem?,0,0
101,Are ants or other insects more active around the tiller base?,1,0
101,Has the tiller growth slowed down recently?,0,0
102,Are the stems (tillers) shorter than usual?,1,0
102,Do you smell any unusual or rotten odor near the plant base?,1,0
102,Can you easily pull the roots out of the soil?,0,0
102,Are you noticing yellowing on the lower stems?,0,0
102,Do the tillers appear dry or brittle?,0,0
102,Is there a soft mushy texture near the base of the stem?,0,0
102,Are any of the tillers wilted or drooping?,0,0
102,Do you see any black or brown spots on the stem?,0,0
102,Are ants or other insects more active around the tiller base?,1,0
102,Has the tiller growth slowed down recently?,0,0
103,Are the stems (tillers) shorter than usual?,1,0
103,Do you smell any unusual or rotten odor near the plant base?,1,0
103,Can you easily pull the roots out of the soil?,0,0
103,Are you noticing yellowing on the lower stems?,0,0
103,Do the tillers appear dry or brittle?,0,0
103,Is there a soft mushy texture near the base of the stem?,0,0
103,Are any of the tillers wilted or drooping?,0,0
103,Do you see any black or brown spots on the stem?,0,0
103,Are ants or other insects more active around the tiller base?,0,0
103,Has the tiller growth slowed down recently?,1,0
104,Are the stems (tillers) shorter than usual?,1,0
104,Do you smell any unusual or rotten odor near the plant base?,1,0
104,Can you easily pull the roots out of the soil?,0,0
104,Are you noticing yellowing on the lower stems?,0,0
104,Do the tillers appear dry or brittle?,0,0
104,Is there a soft mushy texture near the base of the stem?,1,0
104,Are any of the tillers wilted or drooping?,1,0
104,Do you see any black or brown spots on the stem?,0,0
104,Are ants or other insects more active around the tiller base?,0,0
104,Has the tiller growth slowed down recently?,1,0
105,Are the stems (tillers) shorter than usual?,0,0
105,Do you smell any unusual or rotten odor near the plant base?,0,0
105,Can you easily pull the roots out of the soil?,1,0
105,Are you noticing yellowing on the lower stems?,1,0
105,Do the tillers appear dry or brittle?,0,0
105,Is there a soft mushy texture near the base of the stem?,1,0
105,Are any of the tillers wilted or drooping?,0,0
105,Do you see any black or brown spots on the stem?,0,0
105,Are ants or other insects more active around the tiller base?,0,0
105,Has the tiller growth slowed down recently?,0,0
106,Are the stems (tillers) shorter than usual?,0,0
106,Do you smell any unusual or rotten odor near the plant base?,0,0
106,Can you easily pull the roots out of the soil?,1,0
106,Are you noticing yellowing on the lower stems?,1,0
106,Do the tillers appear dry or brittle?,1,0
106,Is there a soft mushy texture near the base of the stem?,1,0
106,Are any of the tillers wilted or drooping?,1,0
106,Do you see any black or brown spots on the stem?,1,0
106,Are ants or other insects more active around the tiller base?,0,0
106,Has the tiller growth slowed down recently?,0,0
107,Are the stems (tillers) shorter than usual?,0,0
107,Do you smell any unusual or rotten odor near the plant base?,0,0
107,Can you easily pull the roots out of the soil?,0,0
107,Are you noticing yellowing on the lower stems?,0,0
107,Do the tillers appear dry or brittle?,1,0
107,Is there a soft mushy texture near the base of the stem?,0,0
107,Are any of the tillers wilted or drooping?,1,0
107,Do you see any black or brown spots on the stem?,0,0
107,Are ants or other insects more active around the tiller base?,1,0
107,Has the tiller growth slowed down recently?,1,0
108,Are the stems (tillers) shorter than usual?,1,1
108,Do you smell any unusual or rotten odor near the plant base?,1,1
108,Can you easily pull the roots out of the soil?,0,1
108,Are you noticing yellowing on the lower stems?,0,1
108,Do the tillers appear dry or brittle?,1,1
108,Is there a soft mushy texture near the base of the stem?,0,1
108,Are any of the tillers wilted or drooping?,1,1
108,Do you see any black or brown spots on the stem?,1,1
108,Are ants or other insects more active around the tiller base?,0,1
108,Has the tiller growth slowed down recently?,1,1
109,Are the stems (tillers) shorter than usual?,1,1
109,Do you smell any unusual or rotten odor near the plant base?,1,1
109,Can you easily pull the roots out of the soil?,0,1
109,Are you noticing yellowing on the lower stems?,0,1
109,Do the tillers appear dry or brittle?,1,1
109,Is there a soft mushy texture near the base of the stem?,1,1
109,Are any of the tillers wilted or drooping?,0,1
109,Do you see any black or brown spots on the stem?,1,1
109,Are ants or other insects more active around the tiller base?,0,1
109,Has the tiller growth slowed down recently?,1,1
110,Are the stems (tillers) shorter than usual?,0,0
110,Do you smell any unusual or rotten odor near the plant base?,0,0
110,Can you easily pull the roots out of the soil?,0,0
110,Are you noticing yellowing on the lower stems?,1,0
110,Do the tillers appear dry or brittle?,0,0
110,Is there a soft mushy texture near the base of the stem?,1,0
110,Are any of the tillers wilted or drooping?,0,0
110,Do you see any black or brown spots on the stem?,0,0
110,Are ants or other insects more active around the tiller base?,0,0
110,Has the tiller growth slowed down recently?,1,0
111,Are the stems (tillers) shorter than usual?,0,1
111,Do you smell any unusual or rotten odor near the plant base?,0,1
111,Can you easily pull the roots out of the soil?,0,1
111,Are you noticing yellowing on the lower stems?,1,1
111,Do the tillers appear dry or brittle?,1,1
111,Is there a soft mushy texture near the base of the stem?,1,1
111,Are any of the tillers wilted or drooping?,1,1
111,Do you see any black or brown spots on the stem?,1,1
111,Are ants or other insects more active around the tiller base?,0,1
111,Has the tiller growth slowed down recently?,1,1
112,Are the stems (tillers) shorter than usual?,0,0
112,Do you smell any unusual or rotten odor near the plant base?,0,0
112,Can you easily pull the roots out of the soil?,0,0
112,Are you noticing yellowing on the lower stems?,0,0
112,Do the tillers appear dry or brittle?,1,0
112,Is there a soft mushy texture near the base of the stem?,0,0
112,Are any of the tillers wilted or drooping?,0,0
112,Do you see any black or brown spots on the stem?,1,0
112,Are ants or other insects more active around the tiller base?,0,0
112,Has the tiller growth slowed down recently?,0,0
113,Are the stems (tillers) shorter than usual?,0,0
113,Do you smell any unusual or rotten odor near the plant base?,0,0
113,Can you easily pull the roots out of the soil?,1,0
113,Are you noticing yellowing on the lower stems?,0,0
113,Do the tillers appear dry or brittle?,0,0
113,Is there a soft mushy texture near the base of the stem?,0,0
113,Are any of the tillers wilted or drooping?,0,0
113,Do you see any black or brown spots on the stem?,0,0
113,Are ants or other insects more active around the tiller base?,0,0
113,Has the tiller growth slowed down recently?,0,0
114,Are the stems (tillers) shorter than usual?,1,1
114,Do you smell any unusual or rotten odor near the plant base?,1,1
114,Can you easily pull the roots out of the soil?,0,1
114,Are you noticing yellowing on the lower stems?,0,1
114,Do the tillers appear dry or brittle?,1,1
114,Is there a soft mushy texture near the base of the stem?,0,1
114,Are any of the tillers wilted or drooping?,1,1
114,Do you see any black or brown spots on the stem?,0,1
114,Are ants or other insects more active around the tiller base?,1,1
114,Has the tiller growth slowed down recently?,1,1
115,Are the stems (tillers) shorter than usual?,0,0
115,Do you smell any unusual or rotten odor near the plant base?,0,0
115,Can you easily pull the roots out of the soil?,0,0
115,Are you noticing yellowing on the lower stems?,0,0
115,Do the tillers appear dry or brittle?,1,0
115,Is there a soft mushy texture near the base of the stem?,0,0
115,Are any of the tillers wilted or drooping?,0,0
115,Do you see any black or brown spots on the stem?,1,0
115,Are ants or other insects more active around the tiller base?,0,0
115,Has the tiller growth slowed down recently?,1,0
116,Are the stems (tillers) shorter than usual?,1,1
116,Do you smell any unusual or rotten odor near the plant base?,0,1
116,Can you easily pull the roots out of the soil?,1,1
116,Are you noticing yellowing on the lower stems?,1,1
116,Do the tillers appear dry or brittle?,1,1
116,Is there a soft mushy texture near the base of the stem?,1,1
116,Are any of the tillers wilted or drooping?,0,1
116,Do you see any black or brown spots on the stem?,1,1
116,Are ants or other insects more active around the tiller base?,1,1
116,Has the tiller growth slowed down recently?,0,1
117,Are the stems (tillers) shorter than usual?,0,1
117,Do you smell any unusual or rotten odor near the plant base?,1,1
117,Can you easily pull the roots out of the soil?,1,1
117,Are you noticing yellowing on the lower stems?,1,1
117,Do the tillers appear dry or brittle?,1,1
117,Is there a soft mushy texture near the base of the stem?,1,1
117,Are any of the tillers wilted or drooping?,1,1
117,Do you see any black or brown spots on the stem?,1,1
117,Are ants or other insects more active around the tiller base?,0,1
